Ictype,SAMPLE_1,SAMPLE_2,SAMPLE_3
Fresh_Field,"201","191","177"
Fresh_Field,"166","153","142"
Fresh_Field,"194","190","172"
Fresh_Field,"120","107","92"
Fresh_Field,"173","160","147"
Fresh_Field,"143","128","116"
Fresh_Field,"154","136","129"
Fresh_Field,"191","188","168"
Fresh_Field,"197","191","170"
Fresh_Field,"212","204","179"
Fresh_Field,"199","188","164"
Fresh_Field,"196","186","170"
Fresh_Field,"189","180","164"
Fresh_Field,"162","155","138"
Fresh_Field,"159","152","139"
Fresh_Field,"200","191","177"
Fresh_Field,"101","90","81"
Fresh_Field,"150","134","127"
Fresh_Field,"147","130","120"
Fresh_Field,"134","117","107"
Fresh_Field,"122","109","98"
Fresh_Field,"132","116","109"
Fresh_Field,"101","86","74"
Fresh_Field,"199","192","175"
Fresh_Field,"193","181","162"
Fresh_Field,"186","172","154"
Fresh_Field,"139","122","108"
Fresh_Field,"175","158","144"
Fresh_Field,"142","129","114"
Fresh_Field,"163","150","135"
Fresh_Field,"132","119","104"
Fresh_Field,"201","186","174"
Fresh_Field,"145","130","118"
Fresh_Field,"152","136","129"
Fresh_Field,"134","117","105"
Fresh_Field,"222","207","195"
Fresh_Field,"180","166","148"
Fresh_Field,"210","201","187"
Fresh_Field,"179","170","158"
Fresh_Field,"173","166","153"
Fresh_Field,"179","171","161"
Fresh_Field,"161","152","140"
Fresh_Field,"126","116","102"
Fresh_Field,"108","95","82"
Fresh_Field,"146","133","120"
Fresh_Field,"160","147","136"
Fresh_Field,"151","141","129"
Fresh_Field,"184","171","158"
Fresh_Field,"202","187","173"
Fresh_Field,"241","227","211"
Fresh_Field,"200","184","166"
Fresh_Field,"177","160","138"
Fresh_Field,"208","196","177"
Fresh_Field,"175","166","152"
Fresh_Field,"156","149","136"
Fresh_Field,"180","172","162"
Fresh_Field,"131","124","111"
Fresh_Field,"166","157","145"
Fresh_Field,"173","163","151"
Fresh_Field,"160","147","136"
Fresh_Field,"119","106","95"
Fresh_Field,"175","160","146"
Fresh_Field,"144","135","131"
Fresh_Field,"152","142","134"
Fresh_Field,"159","149","141"
Fresh_Field,"175","165","153"
Fresh_Field,"136","123","110"
Fresh_Field,"174","159","145"
Fresh_Field,"204","192","175"
Fresh_Field,"216","200","180"
Fresh_Field,"198","188","172"
Fresh_Field,"151","142","128"
Fresh_Field,"151","144","131"
Fresh_Field,"195","187","177"
Fresh_Field,"132","127","117"
Fresh_Field,"187","182","172"
Fresh_Field,"157","149","139"
Fresh_Field,"170","160","151"
Fresh_Field,"159","144","132"
Fresh_Field,"161","151","137"
Fresh_Field,"155","144","135"
Fresh_Field,"172","164","155"
Fresh_Field,"151","143","134"
Fresh_Field,"187","179","169"
Fresh_Field,"184","174","165"
Fresh_Field,"134","119","109"
Fresh_Field,"133","114","103"
Fresh_Field,"106","89","75"
Fresh_Field,"122","113","101"
Fresh_Field,"142","137","126"
Fresh_Field,"167","159","149"
Fresh_Field,"187","179","169"
Fresh_Field,"94","77","67"
Fresh_Field,"153","134","121"
Fresh_Field,"195","187","162"
Fresh_Field,"176","167","147"
Fresh_Field,"179","177","162"
Fresh_Field,"136","133","121"
Fresh_Field,"174","169","158"
Fresh_Field,"159","154","144"
Fresh_Field,"106","91","79"
Fresh_Field,"165","146","133"
Fresh_Field,"203","190","179"
Fresh_Field,"157","142","132"
Fresh_Field,"133","119","111"
Fresh_Field,"151","147","133"
Fresh_Field,"180","175","164"
Fresh_Field,"166","162","148"
Fresh_Field,"186","169","157"
Fresh_Field,"147","126","114"
Fresh_Field,"156","139","127"
Fresh_Field,"183","167","151"
Fresh_Field,"155","154","143"
Fresh_Field,"153","148","140"
Fresh_Field,"134","125","123"
Fresh_Field,"132","123","121"
Fresh_Field,"169","166","157"
Fresh_Field,"146","137","133"
Fresh_Field,"152","140","139"
Fresh_Field,"108","97","96"
Fresh_Field,"152","148","145"
Fresh_Field,"161","159","155"
Fresh_Field,"152","148","142"
Fresh_Field,"114","103","97"
Fresh_Field,"119","109","103"
Fresh_Field,"114","109","101"
Fresh_Field,"105","97","90"
Fresh_Field,"143","132","129"
Fresh_Field,"135","124","116"
Fresh_Field,"132","127","119"
Fresh_Field,"156","147","143"
Fresh_Field,"140","129","126"
Fresh_Field,"146","132","127"
Fresh_Field,"157","147","138"
Fresh_Field,"133","125","118"
Fresh_Field,"98","89","85"
Fresh_Field,"126","117","113"
Fresh_Field,"144","136","129"
Fresh_Field,"158","150","143"
Fresh_Field,"127","117","109"
Fresh_Field,"150","140","132"
Fresh_Field,"123","114","110"
Fresh_Field,"175","166","162"
Fresh_Field,"151","146","136"
Fresh_Field,"154","143","134"
Fresh_Field,"160","150","142"
Fresh_Field,"159","149","143"
Fresh_Field,"142","132","124"
Fresh_Field,"161","151","142"
Fresh_Field,"151","141","132"
Fresh_Field,"149","139","131"
Fresh_Field,"146","136","127"
Fresh_Field,"133","125","116"
Fresh_Field,"152","147","137"
Fresh_Field,"147","139","130"
